old_product_id,old_handle,sku,new_product_id,new_handle,status
"prod_01KP6FB5JHCVH2YYYJ80T8C7BV","vevor-kick-scooter-for-kids-ages-8-teens-adults-2-wheel-toddler-scoote-jthbc2l8inchrhdjo001v0","JTHBC2L8INCHTKFZX001V0","prod_01KPJV6VHV2768N1220N0Z34CD","vevor-kick-scooter-for-kids-ages-8-teens-adults-2-wheel-toddler-scoote-jthbc2l8inchtkfzx001v0","CREATED"
"prod_01KP6FB5JHCVH2YYYJ80T8C7BV","vevor-kick-scooter-for-kids-ages-8-teens-adults-2-wheel-toddler-scoote-jthbc2l8inchrhdjo001v0","JTHBC2L8INCH4A4B0001V0","prod_01KPJV6VQ4M48F2KV4C2FAD74B","vevor-kick-scooter-for-kids-ages-8-teens-adults-2-wheel-toddler-scoote-jthbc2l8inch4a4b0001v0","CREATED"
"prod_01KP6FB5JHCVH2YYYJ80T8C7BV","vevor-kick-scooter-for-kids-ages-8-teens-adults-2-wheel-toddler-scoote-jthbc2l8inchrhdjo001v0","JTHBC2L5INCHYYEUF001V9","prod_01KPJV6VXG607T3E7AWRRX31AN","vevor-kick-scooter-for-kids-ages-3-2-wheel-toddler-scooter-with-light-jthbc2l5inchyyeuf001v9","CREATED"
"prod_01KP6FB5JHCVH2YYYJ80T8C7BV","vevor-kick-scooter-for-kids-ages-8-teens-adults-2-wheel-toddler-scoote-jthbc2l8inchrhdjo001v0","JTHBC3L5INCH6Y4VY001V9","prod_01KPJV6W3ZH3E20ZVG69D026TE","vevor-kick-scooter-for-kids-ages-3-3-wheel-toddler-scooter-with-light-jthbc3l5inch6y4vy001v9","CREATED"
"prod_01KP6FB5JHCVH2YYYJ80T8C7BV","vevor-kick-scooter-for-kids-ages-8-teens-adults-2-wheel-toddler-scoote-jthbc2l8inchrhdjo001v0","JTHBC3L5INCHS3COD001V9","prod_01KPJV6WACGFQVTVWXJXF6YVHG","vevor-kick-scooter-for-kids-ages-3-3-wheel-toddler-scooter-with-light-jthbc3l5inchs3cod001v9","CREATED"
"prod_01KP6FB5JHCVH2YYYJ80T8C7BV","vevor-kick-scooter-for-kids-ages-8-teens-adults-2-wheel-toddler-scoote-jthbc2l8inchrhdjo001v0","JTHBC3L5INCH7X88Z001V9","prod_01KPJV6WGVVBRTPFDRK1X24X6D","vevor-kick-scooter-for-kids-ages-3-3-wheel-toddler-scooter-with-light-jthbc3l5inch7x88z001v9","CREATED"
"prod_01KP6FB5JHCVH2YYYJ80T8C7BV","vevor-kick-scooter-for-kids-ages-8-teens-adults-2-wheel-toddler-scoote-jthbc2l8inchrhdjo001v0","JTHBC3L5INCHRV5Y1001V9","prod_01KPJV6WQ1276H3Z1WRDR21BC9","vevor-kick-scooter-for-kids-ages-3-3-wheel-toddler-scooter-with-light-jthbc3l5inchrv5y1001v9","CREATED"
"prod_01KP6FB753X16HA7WC16RN1BKD","vevor-trailer-hitch-lock-fits-for-46-mm-50-8-mm-58-7-mm-couplers-heavy-czsohsdux178ureez001v0","CZSOHSDUX178UREEZ001V0","prod_01KPJV6X4GKTQ09XDDDNFF63MP","vevor-trailer-hitch-lock-fits-for-46-mm-50-8-mm-58-7-mm-couplers-heavy-czsohsdux178ureez001v0","CREATED"
"prod_01KP6FB753X16HA7WC16RN1BKD","vevor-trailer-hitch-lock-fits-for-46-mm-50-8-mm-58-7-mm-couplers-heavy-czsohsdux178ureez001v0","CZSOHSDUX178O5DO4001V0","prod_01KPJV6XAVMSW7GXFKNPSTHE6C","vevor-trailer-hitch-lock-kit-fits-for-46-mm-50-8-mm-58-7-mm-couplers-h-czsohsdux178o5do4001v0","CREATED"
"prod_01KP6FB7CBS0CGJXV1TJN0WH7Z","vevor-outdoor-playhouse-5-in-1-cottage-play-house-with-pretend-play-ba-slkxwjcslfbs6btgt001v0","SLKXWJCSLFBS6BTGT001V0","prod_01KPJV6XRSTTHY67YY57QPREWE","vevor-outdoor-playhouse-5-in-1-cottage-play-house-with-pretend-play-ba-slkxwjcslfbs6btgt001v0","CREATED"
"prod_01KP6FB7CBS0CGJXV1TJN0WH7Z","vevor-outdoor-playhouse-5-in-1-cottage-play-house-with-pretend-play-ba-slkxwjcslfbs6btgt001v0","SLKXWJCSL23MS6OXB001V0","prod_01KPJV6XZ5BVHTV3YZXKHSN9NZ","vevor-outdoor-playhouse-versatile-toddler-playground-with-slide-basket-slkxwjcsl23ms6oxb001v0","CREATED"
"prod_01KP6FB7KRBY3VT29A6AKVNWNB","vevor-clawfoot-tub-faucet-wall-mount-bathtub-faucets-with-handheld-sho-bgszzygltlthgv59o002v0","BGSZZYGLTLTH9A651002V0","prod_01KPJV6YE6S8PE7BKXWEPE9C00","vevor-clawfoot-tub-faucet-wall-mount-bathtub-faucets-with-handheld-sho-bgszzygltlth9a651002v0","CREATED"
"prod_01KP6FB7KRBY3VT29A6AKVNWNB","vevor-clawfoot-tub-faucet-wall-mount-bathtub-faucets-with-handheld-sho-bgszzygltlthgv59o002v0","BGSZZYGLTLTHGV59O002V0","prod_01KPJV6YMK40ACFEHW8FJXKXR8","vevor-clawfoot-tub-faucet-wall-mount-bathtub-faucets-with-handheld-sho-bgszzygltlthgv59o002v0","CREATED"
"prod_01KP6FB7KRBY3VT29A6AKVNWNB","vevor-clawfoot-tub-faucet-wall-mount-bathtub-faucets-with-handheld-sho-bgszzygltlthgv59o002v0","BGSZZYGLTLTHLAC1L002V0","prod_01KPJV6YTTH0SQS7PGNB83KFVH","vevor-clawfoot-tub-faucet-wall-mount-bathtub-faucets-with-handheld-sho-bgszzygltlthlac1l002v0","CREATED"
"prod_01KP6FB7WP7F2ZVXVN4TP0D5SP","vevor-jewelry-cabinet-armoire-standing-wood-jewelry-storage-chest-with-lsssh8000090yqpjt001v0","LSSSH8000090YQPJT001V0","prod_01KPJV6Z8E10GAFP1QCSE2ZEZ0","vevor-jewelry-cabinet-armoire-standing-wood-jewelry-storage-chest-with-lsssh8000090yqpjt001v0","CREATED"
"prod_01KP6FB7WP7F2ZVXVN4TP0D5SP","vevor-jewelry-cabinet-armoire-standing-wood-jewelry-storage-chest-with-lsssh8000090yqpjt001v0","LSSSH7000080XNMXS001V0","prod_01KPJV6ZEWDRM0AB54Z9RH34DH","vevor-jewelry-cabinet-armoire-standing-wood-jewelry-storage-chest-with-lsssh7000080xnmxs001v0","CREATED"
"prod_01KP6FB8637BYNAKDK3Q6S624A","vevor-chimney-sweep-kit-9m-maximum-extendable-length-chimney-sweep-chi-ycsqstj30yc16ngov001v0","YCSQSTJ30YC16NGOV001V0","prod_01KPJV6ZX5EZEP1AT0ZH49KMVH","vevor-chimney-sweep-kit-9m-maximum-extendable-length-chimney-sweep-chi-ycsqstj30yc16ngov001v0","CREATED"
"prod_01KP6FB8637BYNAKDK3Q6S624A","vevor-chimney-sweep-kit-9m-maximum-extendable-length-chimney-sweep-chi-ycsqstj30yc16ngov001v0","YCSQSTJ26YC1VS8X2001V0","prod_01KPJV703B4XGK9RATZGAF46N3","vevor-chimney-sweep-kit-8m-maximum-extendable-length-chimney-brush-chi-ycsqstj26yc1vs8x2001v0","CREATED"
"prod_01KP6FB8637BYNAKDK3Q6S624A","vevor-chimney-sweep-kit-9m-maximum-extendable-length-chimney-sweep-chi-ycsqstj30yc16ngov001v0","YCSQSTJ39YC1BNKTL001V0","prod_01KPJV709WABGZSBZ81YSJ3F8H","vevor-chimney-sweep-kit-12m-maximum-extendable-length-chimney-sweep-ch-ycsqstj39yc1bnktl001v0","CREATED"
"prod_01KP6FB8637BYNAKDK3Q6S624A","vevor-chimney-sweep-kit-9m-maximum-extendable-length-chimney-sweep-chi-ycsqstj30yc16ngov001v0","YCSQSTJ33YC1YSC71001V0","prod_01KPJV70G7RGN4CKAJ3P1N8DQ0","vevor-chimney-sweep-kit-10m-maximum-extendable-length-chimney-brush-ch-ycsqstj33yc1ysc71001v0","CREATED"
"prod_01KP6FB8637BYNAKDK3Q6S624A","vevor-chimney-sweep-kit-9m-maximum-extendable-length-chimney-sweep-chi-ycsqstj30yc16ngov001v0","YCSQSTJ23YC1697WZ001V0","prod_01KPJV70NWSC2ADZH42N30G72Z","vevor-chimney-sweep-kit-7m-maximum-extendable-length-chimney-brush-chi-ycsqstj23yc1697wz001v0","CREATED"
"prod_01KP6FB8HWDZKY1DH1CQ9330MV","vevor-automatic-home-beer-brewer-13l-all-in-one-home-brew-machine-1500-sx-zj10l0000000nst5c001v2","SX-ZJ10L0000000NST5C001V2","prod_01KPJV71454K78T15MFYN2ZE6E","vevor-automatic-home-beer-brewer-13l-all-in-one-home-brew-machine-1500-sx-zj10l0000000nst5c001v2","CREATED"
"prod_01KP6FB8HWDZKY1DH1CQ9330MV","vevor-automatic-home-beer-brewer-13l-all-in-one-home-brew-machine-1500-sx-zj10l0000000nst5c001v2","ZJ10L0000000NST5C001V2","prod_01KPJV71ACK2C40DQT1FQH4EZQ","vevor-automatic-home-beer-brewer-1500w-electric-beer-brewing-machine-1-zj10l0000000nst5c001v2","CREATED"
"prod_01KP6FB923SGDNJMY7SYVWRD7N","vevor-heated-socks-5000mah-battery-powered-rechargeable-heating-socks-jrwmhfjmaj00uuqo3001v9","JRWJZXWMMAPPDZ08R001V9","prod_01KPJV71S2ACWY98BQTAVY5BJ2","vevor-heated-socks-medium-size-5000mah-battery-rechargeable-heating-so-jrwjzxwmmappdz08r001v9","CREATED"
"prod_01KP6FB923SGDNJMY7SYVWRD7N","vevor-heated-socks-5000mah-battery-powered-rechargeable-heating-socks-jrwmhfjmaj00uuqo3001v9","JRWJZXWLMAPP0RIN2001V9","prod_01KPJV71Z6E9YVMJW8B3E0NN1A","vevor-heated-socks-5000mah-battery-powered-rechargeable-heating-socks-jrwjzxwlmapp0rin2001v9","CREATED"
"prod_01KP6FB923SGDNJMY7SYVWRD7N","vevor-heated-socks-5000mah-battery-powered-rechargeable-heating-socks-jrwmhfjmaj00uuqo3001v9","JRWJZXWXLMAP9MAV8001V9","prod_01KPJV725P303PVE1FWBY2K6RZ","vevor-heated-socks-x-large-size-5000mah-battery-rechargeable-heating-s-jrwjzxwxlmap9mav8001v9","CREATED"
"prod_01KP6FB923SGDNJMY7SYVWRD7N","vevor-heated-socks-5000mah-battery-powered-rechargeable-heating-socks-jrwmhfjmaj00uuqo3001v9","JRWJZXWSMAPPC7I9X001V9","prod_01KPJV72BSYKEZX5X2B4HD2YYM","vevor-heated-socks-small-size-5000mah-battery-rechargeable-heating-soc-jrwjzxwsmappc7i9x001v9","CREATED"
"prod_01KP6FB923SGDNJMY7SYVWRD7N","vevor-heated-socks-5000mah-battery-powered-rechargeable-heating-socks-jrwmhfjmaj00uuqo3001v9","JRWMHFJMAJ00UUQO3001V9","prod_01KPJV72J1PGFDM7Y4RKHHP4NH","vevor-heated-socks-5000mah-battery-powered-rechargeable-heating-socks-jrwmhfjmaj00uuqo3001v9","CREATED"
"prod_01KP6FB923SGDNJMY7SYVWRD7N","vevor-heated-socks-5000mah-battery-powered-rechargeable-heating-socks-jrwmhfjmaj00uuqo3001v9","JRWMHFJMAPPAMN9QT001V9","prod_01KPJV72QWZFRDT8G3SBQE941Z","vevor-heated-socks-6000mah-battery-powered-rechargeable-heating-socks-jrwmhfjmappamn9qt001v9","CREATED"
"prod_01KP6FB9DESF5HJ83FPF4M1G5H","vevor-karaoke-machine-for-adults-80w-8-inch-portable-bluetooth-speaker-klokjdxlswxsekvj6001v9","KLOKJXXLSWXSK6F3G001V9","prod_01KPJV737GSQYD34PCT58891C5","vevor-karaoke-machine-for-adults-15w-4-inch-portable-bluetooth-speaker-klokjxxlswxsk6f3g001v9","CREATED"
"prod_01KP6FB9DESF5HJ83FPF4M1G5H","vevor-karaoke-machine-for-adults-80w-8-inch-portable-bluetooth-speaker-klokjdxlswxsekvj6001v9","KLOKJZXLSWXSSJOT0001V9","prod_01KPJV73DRJZ4WHWXJDR0W0Z0N","vevor-karaoke-machine-for-adults-20w-6-5-inch-portable-bluetooth-speak-klokjzxlswxssjot0001v9","CREATED"
"prod_01KP6FB9DESF5HJ83FPF4M1G5H","vevor-karaoke-machine-for-adults-80w-8-inch-portable-bluetooth-speaker-klokjdxlswxsekvj6001v9","KLOKJZXLSWXSWL9B5001V9","prod_01KPJV73M6HAHN07TZ3TZ07X0X","vevor-karaoke-machine-for-adults-30w-6-5-inch-portable-bluetooth-speak-klokjzxlswxswl9b5001v9","CREATED"
"prod_01KP6FB9DESF5HJ83FPF4M1G5H","vevor-karaoke-machine-for-adults-80w-8-inch-portable-bluetooth-speaker-klokjdxlswxsekvj6001v9","KLOKJDXLSWXSEKVJ6001V9","prod_01KPJV73TC6KQSAX387K54VF4N","vevor-karaoke-machine-for-adults-80w-8-inch-portable-bluetooth-speaker-klokjdxlswxsekvj6001v9","CREATED"
"prod_01KP6FB9P4V3QGQ395WH76XAXM","vevor-pipe-water-leak-detector-with-4-sensors-1hz-10000hz-lcd-touchscr-gdlsjcdwqgdlzmhfz001v9","GDLSJCDWQGDLZMHFZ001V9","prod_01KPJV749CRKSTVCNFHQA6ZQW2","vevor-pipe-water-leak-detector-with-4-sensors-1hz-10000hz-lcd-touchscr-gdlsjcdwqgdlzmhfz001v9","CREATED"
"prod_01KP6FB9P4V3QGQ395WH76XAXM","vevor-pipe-water-leak-detector-with-4-sensors-1hz-10000hz-lcd-touchscr-gdlsjcdwqgdlzmhfz001v9","GDLSJCDWQGDLTJHH3001V9","prod_01KPJV74FCSPXGAH33K5D98Y5J","vevor-pipe-water-leak-detector-for-outdoors-1hz-10000hz-lcd-touchscree-gdlsjcdwqgdltjhh3001v9","CREATED"
"prod_01KP6FB9P4V3QGQ395WH76XAXM","vevor-pipe-water-leak-detector-with-4-sensors-1hz-10000hz-lcd-touchscr-gdlsjcdwqgdlzmhfz001v9","GDLSJCDWQGDL0NLZJ001V9","prod_01KPJV74N3FBVPD5VBRQG57ECY","vevor-pipe-water-leak-detector-1hz-5000hz-lcd-touchscreen-pipeline-lea-gdlsjcdwqgdl0nlzj001v9","CREATED"
"prod_01KP6FB9P4V3QGQ395WH76XAXM","vevor-pipe-water-leak-detector-with-4-sensors-1hz-10000hz-lcd-touchscr-gdlsjcdwqgdlzmhfz001v9","GDLSJCDWQGDL2KERD001V9","prod_01KPJV74VBQMGTTH1JSJBJKH45","vevor-pipe-water-leak-detector-for-indoors-1hz-10000hz-lcd-touchscreen-gdlsjcdwqgdl2kerd001v9","CREATED"
"prod_01KP6FB9P4V3QGQ395WH76XAXM","vevor-pipe-water-leak-detector-with-4-sensors-1hz-10000hz-lcd-touchscr-gdlsjcdwqgdlzmhfz001v9","GDLSJCDWQGDLHGSVD001V9","prod_01KPJV751H4F39WWEHFX435ED0","vevor-pipe-water-leak-detector-for-outdoors-1hz-10000hz-lcd-touchscree-gdlsjcdwqgdlhgsvd001v9","CREATED"
"prod_01KP6FBA4ES1EN3CTR82VKRJZ3","vevor-heated-vest-women-electric-heating-vest-with-16000-mah-battery-p-tcknk8qmmhs0vmvdq001v9","TCKNK8QLMHS083HST001V9","prod_01KPJV75FNG5HDQM1WSMKJQ0K6","vevor-heated-vest-men-electric-heating-vest-with-16000-mah-battery-pac-tcknk8qlmhs083hst001v9","CREATED"
"prod_01KP6FBA4ES1EN3CTR82VKRJZ3","vevor-heated-vest-women-electric-heating-vest-with-16000-mah-battery-p-tcknk8qmmhs0vmvdq001v9","TCKNK8QSMHS05TBK8001V9","prod_01KPJV75NBJW292EPSMR5Q4XKM","vevor-heated-vest-women-electric-heating-vest-with-16000-mah-battery-p-tcknk8qsmhs05tbk8001v9","CREATED"
"prod_01KP6FBA4ES1EN3CTR82VKRJZ3","vevor-heated-vest-women-electric-heating-vest-with-16000-mah-battery-p-tcknk8qmmhs0vmvdq001v9","TCKNK8QXLMHS79U98001V9","prod_01KPJV75VQEGFJ0KBEM5ZYJQT3","vevor-heated-vest-men-electric-heating-vest-with-16000-mah-battery-pac-tcknk8qxlmhs79u98001v9","CREATED"
"prod_01KP6FBA4ES1EN3CTR82VKRJZ3","vevor-heated-vest-women-electric-heating-vest-with-16000-mah-battery-p-tcknk8qmmhs0vmvdq001v9","TCKNK8QLMHS007A6Q001V9","prod_01KPJV761DP398KD2FYAF75YKS","vevor-heated-vest-women-electric-heating-vest-with-16000-mah-battery-p-tcknk8qlmhs007a6q001v9","CREATED"
"prod_01KP6FBA4ES1EN3CTR82VKRJZ3","vevor-heated-vest-women-electric-heating-vest-with-16000-mah-battery-p-tcknk8qmmhs0vmvdq001v9","TCKNK8QMMHS0VMVDQ001V9","prod_01KPJV767ZMZGMA3CKP8R8J22R","vevor-heated-vest-women-electric-heating-vest-with-16000-mah-battery-p-tcknk8qmmhs0vmvdq001v9","CREATED"
"prod_01KP6FBA4ES1EN3CTR82VKRJZ3","vevor-heated-vest-women-electric-heating-vest-with-16000-mah-battery-p-tcknk8qmmhs0vmvdq001v9","TCKNK8QMMHS0B3BG2001V9","prod_01KPJV76EG2W32A4J7WJGCJ7W6","vevor-heated-vest-men-electric-heating-vest-with-16000-mah-battery-pac-tcknk8qmmhs0b3bg2001v9","CREATED"
"prod_01KP6FBAK6HSH9ZE88C8VQ363X","vevor-cordless-brad-nailer-18-gauge-20v-battery-powered-nail-gun-with-ddblddq18ga29wg2v001v2","DDBLDDQ2H12IZEMT6001V2","prod_01KPJV76X0DPCXCMEEZ56RV8EF","vevor-2-in-1-cordless-brad-nailer-18-gauge-20v-battery-powered-nail-gu-ddblddq2h12izemt6001v2","CREATED"
"prod_01KP6FBAK6HSH9ZE88C8VQ363X","vevor-cordless-brad-nailer-18-gauge-20v-battery-powered-nail-gun-with-ddblddq18ga29wg2v001v2","DDBLDDQ2H12IQ39MP001V2","prod_01KPJV773GB8KE5FK6XPKMR671","vevor-2-in-1-cordless-brad-nailer-18-gauge-20v-battery-powered-nail-gu-ddblddq2h12iq39mp001v2","CREATED"
"prod_01KP6FBAK6HSH9ZE88C8VQ363X","vevor-cordless-brad-nailer-18-gauge-20v-battery-powered-nail-gun-with-ddblddq18ga29wg2v001v2","DDBLDDQ18GA29WG2V001V2","prod_01KPJV779Y6S117JEJVW9XV43K","vevor-cordless-brad-nailer-18-gauge-20v-battery-powered-nail-gun-with-ddblddq18ga29wg2v001v2","CREATED"
"prod_01KP6FBB4ZXYR5PZ5KH6WE5BJ7","vevor-modular-sectional-sofa-3-seater-modular-sofa-with-hidden-storage-ktsftzzp3zcgrypr0003v0","KTSFTZZP3ZCGRYPR0003V0","prod_01KPJV77QRQ72VRZYGYP7J966C","vevor-modular-sectional-sofa-3-seater-modular-sofa-with-hidden-storage-ktsftzzp3zcgrypr0003v0","CREATED"
"prod_01KP6FBB4ZXYR5PZ5KH6WE5BJ7","vevor-modular-sectional-sofa-3-seater-modular-sofa-with-hidden-storage-ktsftzzp3zcgrypr0003v0","KTSFTZZP5ZCG4MEQY003V0","prod_01KPJV77XYJP65EAC59EJ704DB","vevor-modular-sectional-sofa-modern-5-seater-modular-sofa-with-hidden-ktsftzzp5zcg4meqy003v0","CREATED"
"prod_01KP6FBBEGJAXZE84EECQFHMWS","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","DLZB70120INC1T7Y0001V0","prod_01KPJV78GBGM6ZJEBNSTPHYYWX","vevor-white-tablecloths-for-rectangle-tables-10-pack-70-x-120-inches-r-dlzb70120inc1t7y0001v0","CREATED"
"prod_01KP6FBBEGJAXZE84EECQFHMWS","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","DLZB120YCBS1OB0GB001V0","prod_01KPJV78NKQ87P1CTGM6NVC5G5","vevor-white-round-tablecloths-10-pack-120-inches-in-diameter-stain-wri-dlzb120ycbs1ob0gb001v0","CREATED"
"prod_01KP6FBBEGJAXZE84EECQFHMWS","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","DLZB120YCBS60CX0G001V0","prod_01KPJV78W0Y4TATZFG3HJA2JWM","vevor-white-round-tablecloths-6-pack-120-inches-in-diameter-stain-wrin-dlzb120ycbs60cx0g001v0","CREATED"
"prod_01KP6FBBEGJAXZE84EECQFHMWS","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","DLZB70120INCWJ6IY001V0","prod_01KPJV792FEWSNME4SK5JTQNEQ","vevor-white-tablecloths-for-rectangle-tables-6-pack-70-x-120-inches-re-dlzb70120incwj6iy001v0","CREATED"
"prod_01KP6FBBEGJAXZE84EECQFHMWS","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","DLZB60102INCVF8HX001V0","prod_01KPJV798YQWKGRAK24NP7GX41","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","CREATED"
"prod_01KP6FBBEGJAXZE84EECQFHMWS","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","DLZB70120INCVR5YI001V0","prod_01KPJV79F384NRJ9E9EAC6DQXA","vevor-black-tablecloths-for-rectangle-tables-6-pack-70-x-120-inches-re-dlzb70120incvr5yi001v0","CREATED"
"prod_01KP6FBBEGJAXZE84EECQFHMWS","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","DLZB120YCHS6CPU1U001V0","prod_01KPJV79NPSJ20EZ55VG2F41PB","vevor-black-round-tablecloths-6-pack-120-inches-in-diameter-stain-wrin-dlzb120ychs6cpu1u001v0","CREATED"
"prod_01KP6FBBEGJAXZE84EECQFHMWS","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","DLZB132INCHBQ9NPD001V0","prod_01KPJV79VXC8PJZ6RC5HPMPP62","vevor-white-round-tablecloths-6-pack-132-inches-in-diameter-stain-wrin-dlzb132inchbq9npd001v0","CREATED"
"prod_01KP6FBBEGJAXZE84EECQFHMWS","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","DLZB120YCBS2JJVKT001V0","prod_01KPJV7A1Q59JX8J3211GDP1MY","vevor-white-round-tablecloths-2-pack-120-inches-in-diameter-stain-wrin-dlzb120ycbs2jjvkt001v0","CREATED"
"prod_01KP6FBBEGJAXZE84EECQFHMWS","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","DLZB90YCBS10H4KP5001V0","prod_01KPJV7A89HQQFSFQXV0NZ2AYT","vevor-white-round-tablecloths-10-pack-90-inches-in-diameter-stain-wrin-dlzb90ycbs10h4kp5001v0","CREATED"
"prod_01KP6FBBEGJAXZE84EECQFHMWS","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","DLZB90132INCOKU2C001V0","prod_01KPJV7AEQH0GXZ85F5VHE02SZ","vevor-white-tablecloths-for-rectangle-tables-6-pack-90-x-132-inches-re-dlzb90132incoku2c001v0","CREATED"
"prod_01KP6FBBEGJAXZE84EECQFHMWS","vevor-white-tablecloths-for-rectangle-tables-6-pack-60-x-102-inches-re-dlzb60102incvf8hx001v0","DLZB60102INC2UDEF001V0","prod_01KPJV7AM5N7QFGAD8BR410Y32","vevor-white-tablecloths-for-rectangle-tables-10-pack-60-x-102-inches-r-dlzb60102inc2udef001v0","CREATED"
"prod_01KP6FBC3RJQ2WMG91PCEWCFKD","vevor-6-pack-table-cloth-for-8ft-rectangular-fitted-events-wrinkle-res-dlzz8ft6pcsbza0uw001v0","DLZZ6FT6PCSHT5RXH001V0","prod_01KPJV7B2BPSYX5TNSFR9Q27F3","vevor-6-pack-table-cloth-for-6ft-rectangular-fitted-events-wrinkle-res-dlzz6ft6pcsht5rxh001v0","CREATED"
"prod_01KP6FBC3RJQ2WMG91PCEWCFKD","vevor-6-pack-table-cloth-for-8ft-rectangular-fitted-events-wrinkle-res-dlzz8ft6pcsbza0uw001v0","DLZZ8FT6PCSBZA0UW001V0","prod_01KPJV7B8DS0Y820BHFPX0PADK","vevor-6-pack-table-cloth-for-8ft-rectangular-fitted-events-wrinkle-res-dlzz8ft6pcsbza0uw001v0","CREATED"
"prod_01KP6FBC3RJQ2WMG91PCEWCFKD","vevor-6-pack-table-cloth-for-8ft-rectangular-fitted-events-wrinkle-res-dlzz8ft6pcsbza0uw001v0","DLZZ6FT10PCSGR2JA001V0","prod_01KPJV7BEX9B4E28YZ10JPZRTD","vevor-10-pack-table-cloth-for-6ft-rectangular-fitted-events-wrinkle-re-dlzz6ft10pcsgr2ja001v0","CREATED"
"prod_01KP6FBC3RJQ2WMG91PCEWCFKD","vevor-6-pack-table-cloth-for-8ft-rectangular-fitted-events-wrinkle-res-dlzz8ft6pcsbza0uw001v0","DLZZ6FT3PCSHJVRFS001V0","prod_01KPJV7BNCYBM1PSSW7RJGD670","vevor-3-pack-table-cloth-for-6ft-rectangular-fitted-events-wrinkle-res-dlzz6ft3pcshjvrfs001v0","CREATED"
"prod_01KP6FBC3RJQ2WMG91PCEWCFKD","vevor-6-pack-table-cloth-for-8ft-rectangular-fitted-events-wrinkle-res-dlzz8ft6pcsbza0uw001v0","DLZZ8FT6PCSHH9E4C001V0","prod_01KPJV7BVJAVVD5VDNBCSP6ZN1","vevor-6-pack-table-cloth-for-8ft-rectangular-fitted-events-wrinkle-res-dlzz8ft6pcshh9e4c001v0","CREATED"
"prod_01KP6FBCDZW3SBPQFY68XANBDW","vevor-portable-power-station-3600w-3840wh-power-station-solar-generato-kzscndyzj384xv0w5001v2","KZSCNDYZJ384XV0W5001V2","prod_01KPJV7C9GBRGHMZQQ2P5X19X8","vevor-portable-power-station-3600w-3840wh-power-station-solar-generato-kzscndyzj384xv0w5001v2","CREATED"
"prod_01KP6FBCDZW3SBPQFY68XANBDW","vevor-portable-power-station-3600w-3840wh-power-station-solar-generato-kzscndyzj384xv0w5001v2","KZSCNDYZJ2046MZUY001V2","prod_01KPJV7CFS0V6V8SP74EEZQ7XK","vevor-portable-power-station-2400w-2160wh-power-station-solar-generato-kzscndyzj2046mzuy001v2","CREATED"
"prod_01KP6FBCNA5EHRECH22BRWK9VW","vevor-extra-battery-for-portable-power-station-3840wh-lifepo4-extra-ex-rlkzdcb3840wf1xq0001v9","RLKZDCB3840WF1XQ0001V9","prod_01KPJV7CXP2T512PDFJ5GN9XBK","vevor-extra-battery-for-portable-power-station-3840wh-lifepo4-extra-ex-rlkzdcb3840wf1xq0001v9","CREATED"
"prod_01KP6FBCNA5EHRECH22BRWK9VW","vevor-extra-battery-for-portable-power-station-3840wh-lifepo4-extra-ex-rlkzdcb3840wf1xq0001v9","RLKZDCB2048W8OFJV001V9","prod_01KPJV7D453Q8H60SSPNWXJ9V7","vevor-extra-battery-for-portable-power-station-2160wh-lifepo4-extra-ex-rlkzdcb2048w8ofjv001v9","CREATED"
"prod_01KP6FBCXY0XVPT53GFBAJF784","vevor-shopping-baskets-4-pcs-21l-stackable-pe-plastic-grocery-baskets-dsbdgwl4pcshw85hm001v0","DSBDGWL4PCSHW85HM001V0","prod_01KPJV7DKA6G13TKSYD08AB1B4","vevor-shopping-baskets-4-pcs-21l-stackable-pe-plastic-grocery-baskets-dsbdgwl4pcshw85hm001v0","CREATED"
