# 363 zombie hard-delete kandidaadid — audit-jälg (loodud 2026-08-25)
# Kriteerium: deleted_at IS NOT NULL AND status='published' (04-19 re-import müra)
# HARD-DELETE EI OLE VEEL TEHTUD — ootab (1) re-run'i, (2) värsket backup'i.
# Veerud: product_id | handle | vevor_sku | deleted_at | has_content
#---
prod_01KP6FG0NPVG5KWKD3M8C867SA|vevor-corded-electric-tiller-45cm-tilling-width-garden-rototiller-1500-yxddgyj68ampfzvpg001v2|YXDDGYJ68AMPFZVPG001V2|2026-04-19|yes
prod_01KP6FBAK6HSH9ZE88C8VQ363X|vevor-cordless-brad-nailer-18-gauge-20v-battery-powered-nail-gun-with-ddblddq18ga29wg2v001v2|DDBLDDQ18GA29WG2V001V2|2026-04-19|yes
prod_01KP6FCDFA44CM3SRF9S9F72PV|vevor-cordless-pipe-press-tool-kit-18v-electric-pipe-crimping-tool-for-jxcyddyjgjux287po001v9|JXCYDDYJGJUX287PO001V9|2026-04-19|yes
prod_01KP6FCJPE2ZBR86HBF8ND1EYR|vevor-core-drill-bit-102-mm-diameter-241-mm-drilling-depth-m16-interna-qxzt1jm164indz42q001v0|QXZT1JM164INDZ42Q001V0|2026-04-19|yes
prod_01KP6FFD0M53Z6VJPX2K0C034D|vevor-corten-steel-landscape-edging-1000-x-15-cm-steel-edging-for-land-jspzjnhg10m1tn4vi001v0|JSPZJNHG10M1TN4VI001V0|2026-04-19|yes
prod_01KP6FDQB8EBBFF1P1Z7MMD2CG|vevor-crash-pad-1500-x-1500-mm-crash-pad-for-kids-sensory-with-foam-bl-klfzdls55ftcv0mkn001v0|KLFZDLS55FTCV0MKN001V0|2026-04-19|yes
prod_01KP6FDAWJ8E9EDQ4WA34JD8PC|vevor-crop-cage-2-39-x-1-2-x-1-8-m-plant-protection-tent-with-zippered-zzbhz1pcs984vtplp001v0|ZZBHZ1PCS984VTPLP001V0|2026-04-19|yes
prod_01KP6FBG0S12C80E4900K9E3JM|vevor-cross-slide-drill-press-vise-4-inch-jaw-width-2-way-x-y-axis-ben-jcthq4ycszs0aqei0001v0|JCTHQ4YCSZS0AQEI0001V0|2026-04-19|yes
prod_01KP6FCBDBXEX0YKQBA40RNG1B|vevor-dance-bag-with-garment-rack-736-6-mm-rolling-dance-duffel-with-w-ygmldyjdwdd21novk001v0|YGMLDYJDWDD21NOVK001V0|2026-04-19|yes
prod_01KP6FFN28GQ1D231MZAQV8219|vevor-dash-cam-front-and-rear-4k-1080p-wifi-app-control-dual-channel-d-dfblxcjlyztnl7n7w001v9|DFBLXCJLYZTNL7N7W001V9|2026-04-19|yes
prod_01KP6FAS47GDY4ADQW19Z560KE|vevor-deep-squat-machine-adjustable-glutes-trainer-machine-with-3-high-sxsdjzlsgzlk1sonk001v0|SXSDJZLSGZLK1SONK001V0|2026-04-19|yes
prod_01KP6FFQD8YD91HPJW8VJPGEFZ|vevor-deionized-filter-for-spotless-car-wash-system-2-x-0-5l-color-cha-qlzslxlcbshclnfu1001v0|QLZSLXLCBSHCLNFU1001V0|2026-04-19|yes
prod_01KP6FFQVGPXD06TCBV7KB4RHY|vevor-deionized-water-system-for-car-wash-spotless-car-wash-water-syst-qlzxcxtzjst54u0pg001v9|QLZXCXTZJST54U0PG001V9|2026-04-19|yes
prod_01KP6FFDTSSPVWHVY4A6DF13B9|vevor-dirt-bike-and-dual-sport-tire-changer-fits-for-406-533-mm-wheels-zxcmtcltghgjm4vf9001v0|ZXCMTCLTGHGJM4VF9001V0|2026-04-19|yes
prod_01KP6FBZ63TYX85BP17TDDQ9H2|vevor-dog-door-for-sliding-glass-door-2311-2439-mm-adjustable-height-a-hdgmlxckjblmi4xme001v0|HDGMLXCKJBLMI4XME001V0|2026-04-19|yes
prod_01KP6FBZF9MKQRTBXZJ6V3KP3M|vevor-dog-ramp-for-cars-180-x-43-2-cm-folding-pet-ramps-for-medium-lar-jshwzdscwaqp9lq8p001v0|JSHWZDSCWAQP9LQ8P001V0|2026-04-19|yes
prod_01KPGAVSA1QK6BXVK0E8DEQA3Y|vevor-dog-stairs-for-car-4-steps-extra-wide-foldable-dog-ramp-for-larg-kzdgltekmzfh1knna001v0|KZDGLTEKMZFH1KNNA001V0|2026-04-19|no
prod_01KP6FFG0DB2CK07PZY1J3HVRK|vevor-drag-harrow-122-x-50-cm-tow-behind-driveway-grader-with-adjustab-qyspltk4820i5mzh5001v0|QYSPLTK4820I5MZH5001V0|2026-04-19|yes
prod_01KP6FDYTG40SQXR148EA378B9|vevor-drain-cleaner-machine-30m-x-19mm-auto-feed-sewer-snake-auger-por-gdstjlsgtszd6czh9001v2|GDSTJLSGTSZD6CZH9001V2|2026-04-19|no
prod_01KP6FFA39CDG8RWY6HNCG0YPF|vevor-drainage-mat-90-x-300-cm-pvc-non-slip-commercial-floor-mat-wet-a-ytspsdyts3109kv41001v0|YTSPSDYTS3109KV41001V0|2026-04-19|yes
prod_01KP6FCXMDA1Q5PJMN2JDQ4NJ0|vevor-drill-bits-sharpener-mr-13a-3-15mm-drill-bit-grinder-sharpener-w-xxztymq315mmqyj3z001v2|XXZTYMQ315MMQYJ3Z001V2|2026-04-19|no
prod_01KP6FC9BSV61YTSYYGEEXKHDK|vevor-dual-battery-isolator-12v-140-amp-manual-and-automatic-vsr-volta-sdcgljdqdjqsird88001v9|SDCGLJDQDJQSIRD88001V9|2026-04-19|no
prod_01KP6FC938XDJ9CAYEPA5XKE25|vevor-dual-battery-isolator-kit-12v-300-amp-33-6-mm-2-awg-manual-and-a-sdcgljdqtzqsnh3if001v9|SDCGLJDQTZQSNH3IF001V9|2026-04-19|no
prod_01KP6FCRXHWVVYVQ046GYB8G85|vevor-dual-cylinder-heavy-duty-air-compressor-300-l-min-portable-tire-zxbxsltcqjzxukmf0001v2|ZXBXSLTCQJZXUKMF0001V2|2026-04-19|yes
prod_01KP6FBXC7VXHYW0Y9DE9YBMJ9|vevor-e-track-tie-down-rail-kit-4-pack-0-4-m-e-tracks-set-21-pcs-inclu-spexgd13ft15aagqd001v0|SPEXGD13FT15AAGQD001V0|2026-04-19|yes
prod_01KP6FCX3H9CQ4BSG58FPBHM40|vevor-elbow-exhaust-tip-101-6mm-inlet-127mm-outlet-584mm-overall-lengt-pqwgzwgrk4in7cxm8001v0|PQWGZWGRK4IN7CXM8001V0|2026-04-19|yes
prod_01KP6FC9YEBAA8210DQ9NK8BPY|vevor-electric-brewing-system-16-gal-60l-brewing-pot-3000w-power-all-i-fsspjnjxtthj1950b001v2|FSSPJNJXTTHJ1950B001V2|2026-04-19|yes
prod_01KP6FCRP43H52JP2CW99J9DVH|vevor-electric-exhaust-cutout-63-5-mm-2pcs-universal-stainless-steel-e-ddpqqdqzgk25y5hkh001v9|DDPQQDQZGK25Y5HKH001V9|2026-04-19|yes
prod_01KP6FB4CCV0BVSVEX26K2F797|vevor-electric-hand-planer-82-mm-cut-width-900w-14500-rpm-corded-power-yxddscbc900wp52ww001v2|YXDDSCBC900WP52WW001V2|2026-04-19|yes
prod_01KP6FCEMZ6EG56VEK6B0SBDVP|vevor-electric-paper-cutter-metal-hydraulic-paper-cutter-machine-660-m-ddqzjskyyqzjj6qn6001v2|DDQZJSKYYQZJJ6QN6001V2|2026-04-19|yes
prod_01KP6FD49RHMA3RKRG2D1GDDVE|vevor-electric-suction-cup-203-mm-vacuum-glass-lifter-with-digital-dis-ddxp8yc600b1dkeau001v9|DDXP8YC600B1DKEAU001V9|2026-04-19|yes
prod_01KP6FAZZJ1W9YCPGEZ5HJQ4PX|vevor-electric-trailer-mover-4082-kg-max-towing-capacity-remote-contro-wxddqycykk90hgnan001v2|WXDDQYCYKK90HGNAN001V2|2026-04-19|no
prod_01KP6FAQBFD42FVDCB22R2K6K7|vevor-emergency-weather-radio-4000mah-battery-fm-am-wb-noaa-alert-sola-yjsyjsxnk000fyyoy001v9|YJSYJSXNK000FYYOY001V9|2026-04-19|yes
prod_01KP6FCY41GK3P3HE94HEZSK30|vevor-empty-sandbags-300-packs-40-x-66-cm-heavy-duty-sand-bags-sacks-w-jbxsd14inch23k2x2001v0|JBXSD14INCH23K2X2001V0|2026-04-19|yes
prod_01KP6FFBX58YX2AQXNWTC67SP9|vevor-end-table-3-tier-narrow-side-table-with-open-storage-shelves-mod-tybzzzxtmkfso81c9001v0|TYBZZZXTMKFSO81C9001V0|2026-04-19|yes
prod_01KP6FFECY7SPR915CKFQ9QPTJ|vevor-ergonomic-kneeling-chair-with-wheels-mobile-x-shaped-posture-kne-xxgyhsdlzwkbsxgbq001v0|XXGYHSDLZWKBSXGBQ001V0|2026-04-19|no
prod_01KP6FFVJ3ZXNPQKS1WEX7WW1G|vevor-ergonomic-kneeling-chair-wooden-posture-knee-chair-with-adjustab-jykgyhsbdlwkim5w8001v0|JYKGYHSBDLWKIM5W8001V0|2026-04-19|no
prod_01KP6FEWEZ1TBXVGBDHC4B5KDZ|vevor-expandable-barricade-3-37m-expandable-safety-barrier-flexible-mo-sswl1pcswlthmvq3u001v0|SSWL1PCSWLTHMVQ3U001V0|2026-04-19|yes
prod_01KP6FF5H9HBHEE0MA8APN1BFE|vevor-expandable-fence-privacy-screen-64-9-x-310-cm-expand-artificial-rzzwqwlswlkzph7ij001v0|RZZWQWLSWLKZPH7IJ001V0|2026-04-19|yes
prod_01KP6FBCNA5EHRECH22BRWK9VW|vevor-extra-battery-for-portable-power-station-3840wh-lifepo4-extra-ex-rlkzdcb3840wf1xq0001v9|RLKZDCB3840WF1XQ0001V9|2026-04-19|yes
prod_01KP6FBJBBMCS51KETAEQRBPAZ|vevor-female-garage-floors-transition-edge-kit-15-pcs-sturdy-pp-interl-lsckddbyjmkpknjai001v0|LSCKDDBYJMKPKNJAI001V0|2026-04-19|yes
prod_01KP6FARP576JXKVX5KVDRM5F2|vevor-fireplace-tool-set-4-pcs-fire-tool-set-and-holder-with-three-pro-blgjtj4jtszgob6qi001v0|BLGJTJ4JTSZGOB6QI001V0|2026-04-19|yes
prod_01KP6FD2DJKJBZV8V6G6HREDQ9|vevor-fixed-glass-shower-panel-864-x-1870-mm-semi-framed-fixed-shower-kfsbwk34w74hkgpfb001v0|KFSBWK34W74HKGPFB001V0|2026-04-19|yes
prod_01KP6FCQX60BR46N1F7VW3YVY8|vevor-flexible-solar-panel-100w-semi-flexible-bendable-monocrystalline-brxtynb1100w7hn93001y3|BRXTYNB1100W7HN93001Y3|2026-04-19|yes
prod_01KP6FFR3F8YV9QMRZD2P2TM9X|vevor-floating-cooler-37-9-l-floating-ice-chest-with-dry-storage-wheel-pflqqcx40qty36jr1001v0|PFLQQCX40QTY36JR1001V0|2026-04-19|yes
prod_01KP6FC31R15718VFF1CAADCNK|vevor-flood-barrier-4-pack-1530-x-210-mm-flood-bags-activated-by-water-fhpzsjhfht15rn7s7001v0|FHPZSJHFHT15RN7S7001V0|2026-04-19|no
prod_01KP6FEQVE7TSJ116QPHSE09Y3|vevor-fluid-extractor-9-5-l-capacity-manual-vacuum-fluid-extractor-wit-sdfypfqsd9l0r70z1001v0|SDFYPFQSD9L0R70Z1001V0|2026-04-19|yes
prod_01KP6FDMTPW07XSZPKTT4SZ7P1|vevor-flux-core-mig-welding-wire-e71t-11-0-8mm-0-9kg-gasless-mild-stee-mighsyxhse71s15qw001v0|MIGHSYXHSE71S15QW001V0|2026-04-19|yes
prod_01KP6FDV77Z1ABQTBMZHB4KPHS|vevor-foldable-push-cart-dolly-149-69-kg-capacity-folding-platform-tru-zdpbc330lbsltuw2q001v0|ZDPBC330LBSLTUW2Q001V0|2026-04-19|yes
prod_01KP6FFRHHRP6JS03V70FAXE7T|vevor-foldable-shower-chair-wall-mounted-457mm-folding-shower-seat-wit-mydslczhdpezxx4jg001v0|MYDSLCZHDPEZXX4JG001V0|2026-04-19|no
prod_01KP6FBQ1ZR9WH2EP787FWNH2P|vevor-forever-flowers-100-preserved-roses-in-a-heart-shape-box-eternal-yshlhk100dhs7jwke001v0|YSHLHK100DHS7JWKE001V0|2026-04-19|yes
prod_01KP6FC3CY2TAMBDK3VPKHRZCV|vevor-frost-proof-yard-hydrant-1595mm-freeze-proof-outdoor-faucet-with-tyxfslsgg36yl6tmx001v0|TYXFSLSGG36YL6TMX001V0|2026-04-19|yes
prod_01KP6FBK6RN463ZKSYGG30W9DA|vevor-fuel-container-19-l-gas-tank-with-spout-clear-scale-15-l-min-max-slbxsyxjyk2j7lccp001v0|SLBXSYXJYK2J7LCCP001V0|2026-04-19|yes
prod_01KP6FCCREFFFKEZNFWWKG6RNK|vevor-garage-floor-roll-1-22-x-6-1-m-garage-flooring-mat-3-mm-thickene-xjjzckddxj42afkos001v0|XJJZCKDDXJ42AFKOS001V0|2026-04-19|yes
prod_01KP6FBYSJX4CDQ70P0YEXB3GF|vevor-garage-floor-roll-2-28-x-6-1-m-garage-flooring-mat-2-2-mm-thicke-pvcjzckddpvcbxmrt001v0|PVCJZCKDDPVCBXMRT001V0|2026-04-19|yes
prod_01KP6FBXVC6SJJDM4MFEVXN086|vevor-garage-floor-tiles-interlocking-16-pack-513-x-513-x-5-mm-interlo-pvclsckddpvc15jh8001v0|PVCLSCKDDPVC15JH8001V0|2026-04-19|yes
prod_01KP6FCKSAG0HZ886RJER04YP1|vevor-garden-stakes-50-pack-1455-mm-plastic-coated-metal-tomato-stakes-zwzchyz15m11vikzd001v0|ZWZCHYZ15M11VIKZD001V0|2026-04-19|no
prod_01KP6FD0ZMH5JVP274BQ7H7CQQ|vevor-grease-gun-10000-psi-high-pressure-heavy-duty-pistol-grip-grease-sdshyqggswsj8lejj001v0|SDSHYQGGSWSJ8LEJJ001V0|2026-04-19|yes
prod_01KP6FFKDR3EGG6XE5PGF73ZP9|vevor-gun-rack-floor-standing-indoor-heavy-duty-steel-rifle-shotgun-ra-ldszsqjjs9qw31n9a001v0|LDSZSQJJS9QW31N9A001V0|2026-04-19|yes
prod_01KP6FFK6KNV6NC81ZP4CKH3WG|vevor-gun-rack-wall-mount-heavy-duty-steel-indoor-rifle-shotgun-rack-w-bgszsqjjs3qw4lvyr001v0|BGSZSQJJS3QW4LVYR001V0|2026-04-19|yes
prod_01KP6FFM7DPW6KJ7F7V75WYBRA|vevor-gun-rack-wall-mount-heavy-duty-steel-tactical-rifle-carbine-shot-qszsqjjs6qw0gi6iv001v0|QSZSQJJS6QW0GI6IV001V0|2026-04-19|yes
prod_01KP6FC8C2MG5MAN5V9ERWQPS5|vevor-gun-safe-heavy-duty-cold-rolled-steel-rifle-cabinet-with-digital-zqbxxczlb11m5khyc001v9|ZQBXXCZLB11M5KHYC001V9|2026-04-19|yes
prod_01KP6FBM42VHQCQ9KR4JEN0KYA|vevor-gun-safe-heavy-duty-handgun-safe-with-fingerprint-password-key-3-sqbxhskptk00gdmh0001v0|SQBXHSKPTK00GDMH0001V0|2026-04-19|yes
prod_01KP6FFBGV2MTMQQ2NTPB7C4VD|vevor-hall-tree-1800-mm-coat-rack-with-shoe-storage-freestanding-4-tie-tydgnymjdgsxepf3f001v0|TYDGNYMJDGSXEPF3F001V0|2026-04-19|yes
prod_01KP6FB58CD0KQBS43W131Z2SQ|vevor-hand-truck-226-9-kg-load-capacity-heavy-duty-hand-truck-dolly-wi-zxsthcbkzd50jxvgr001v0|ZXSTHCBKZD50JXVGR001V0|2026-04-19|yes
prod_01KP6FB923SGDNJMY7SYVWRD7N|vevor-heated-socks-5000mah-battery-powered-rechargeable-heating-socks-jrwmhfjmaj00uuqo3001v9|JRWMHFJMAJ00UUQO3001V9|2026-04-19|yes
prod_01KP6FBA4ES1EN3CTR82VKRJZ3|vevor-heated-vest-women-electric-heating-vest-with-16000-mah-battery-p-tcknk8qmmhs0vmvdq001v9|TCKNK8QMMHS0VMVDQ001V9|2026-04-19|yes
prod_01KP6FG0E8NPPGRC9AWYCXZ24R|vevor-heavy-duty-double-welding-cable-reel-welding-cable-lead-reels-fo-hjdljpjtsl2zhxd0p001v0|HJDLJPJTSL2ZHXD0P001V0|2026-04-19|no
prod_01KP6FF0F3QRAGR1TWNPCSNWNM|vevor-heavy-duty-platform-truck-907-18-kg-capacity-industrial-steel-fl-zxpbchjg2000xcoas001v0|ZXPBCHJG2000XCOAS001V0|2026-04-19|yes
prod_01KP6FBQWB5KBFBGFYBE70ZMTK|vevor-hitch-mounted-ski-snowboard-rack-fits-50-mm-receiver-carries-up-hxbcdjzdkzdk3br4l001v0|HXBCDJZDKZDK3BR4L001V0|2026-04-19|yes
prod_01KP6FBRC7R9RDZR1S4T6S5WQC|vevor-hot-towel-warmer-23l-large-towel-warmer-cabinet-with-see-through-mjxdjekdjrk2f5ntd001v2|MJXDJEKDJRK2F5NTD001V2|2026-04-19|yes
prod_01KP6FBMD9JE302KCVJ7DZZ34Z|vevor-hydraulic-pipe-crimping-tool-stainless-steel-tube-fittings-crimp-ytsyyyjgjtbvm4j7n001v0|YTSYYYJGJTBVM4J7N001V0|2026-04-19|yes
prod_01KP6FD74ZMBAM8J8FFP2FBGHA|vevor-hydraulic-steering-kit-70kw-90-hp-marine-boat-hydraulic-steering-yyzxxttj90hpwyccr001v0|YYZXXTTJ90HPWYCCR001V0|2026-04-19|yes
prod_01KP6FE3KHHCNBVKXC3E0KHEQ1|vevor-hydroponics-growing-system-kit-3-tier-90-sites-upvc-pipe-hydropo-gdspzzxt90k33tjei001v2|GDSPZZXT90K33TJEI001V2|2026-04-19|no
prod_01KP6FAZGX2YSC4J3V84NCHN8X|vevor-indoor-grow-tent-60-x-60-x-180-cm-600d-high-reflective-mylar-ind-dlzpdlzp60602d5cs001v0|DLZPDLZP60602D5CS001V0|2026-04-19|yes
prod_01KP6FCVSCWBRV8BTSHYNDWXFK|vevor-indoor-playground-jungle-gym-4-in-1-wooden-indoor-playground-cli-snylcmyms4h1s4ac8001v0|SNYLCMYMS4H1S4AC8001V0|2026-04-19|yes
prod_01KP6FBT5WNPEF7SSPYAD1XK0J|vevor-indoor-plush-area-rugs-1-83x2-74-m-soft-plush-carpet-ffurry-shag-jxzxdtsm6x9fyv2lw001v0|JXZXDTSM6X9FYV2LW001V0|2026-04-19|yes
prod_01KP6FBSR3H346AJZWEQPBBZ18|vevor-indoor-plush-area-rugs-2-44-x-3-05m-plush-carpet-area-rugs-furry-jxddtsscr8x1htyn7001v0|JXDDTSSCR8X1HTYN7001V0|2026-04-19|no
prod_01KP6FBSFA4CV9KACKM42FPCGH|vevor-indoor-plush-area-rugs-2-44-x-3-05m-soft-plush-carpet-furry-shag-jxddtsm8x10ft7fhu001v0|JXDDTSM8X10FT7FHU001V0|2026-04-19|yes
prod_01KP6FDGV332054MK5J6PFWNQG|vevor-industrial-water-chiller-5000w-industrial-water-cooler-cooling-s-yysjxgylsj150z2ep001v2|YYSJXGYLSJ150Z2EP001V2|2026-04-19|yes
prod_01KP6FESR45T4FC0CFWY6C9YEY|vevor-inflatable-bounce-house-12-5-x-13-1-x-6-5-ft-inflatable-bounce-h-cqcbkwslxscxqdnix001v2|CQCBKWSLXSCXQDNIX001V2|2026-04-19|yes
prod_01KP6FFS3J8HBMMH3NE1SGB1VG|vevor-interlocking-drainage-mats-310-x-310-mm-modular-garage-flooring-szxpsd1212yc0923g001v0|SZXPSD1212YC0923G001V0|2026-04-19|yes
prod_01KP6FDEYQPDBE3H2YCBE6WMAX|vevor-japanese-tatami-mat-full-size-foldable-japanese-tatami-mattress-byttm54inch3xsfr5001v0|BYTTM54INCH3XSFR5001V0|2026-04-19|yes
prod_01KP6FFF3S7CWJQ69FTAA727P0|vevor-jeep-tube-doors-4-door-compatible-with-2007-2018-jeep-wrangler-j-jpc4mcxjeepwlpma2001v0|JPC4MCXJEEPWLPMA2001V0|2026-04-19|yes
prod_01KP6FB7WP7F2ZVXVN4TP0D5SP|vevor-jewelry-cabinet-armoire-standing-wood-jewelry-storage-chest-with-lsssh8000090yqpjt001v0|LSSSH8000090YQPJT001V0|2026-04-19|yes
prod_01KP6FF9QQPT0Y3VQKY58MYW8R|vevor-jump-starter-1000a-peak-car-jumper-starter-battery-pack-12v-port-yjdyqdx1000ayvm3g001v9|YJDYQDX1000AYVM3G001V9|2026-04-19|no
prod_01KP6FB9DESF5HJ83FPF4M1G5H|vevor-karaoke-machine-for-adults-80w-8-inch-portable-bluetooth-speaker-klokjdxlswxsekvj6001v9|KLOKJDXLSWXSEKVJ6001V9|2026-04-19|yes
prod_01KP6FEW44ZXPSQYGGGA654BDF|vevor-kayak-seat-1-pack-65-mm-thick-universal-paddle-board-seat-with-b-phtrzyevapmjsglkp001v0|PHTRZYEVAPMJSGLKP001V0|2026-04-19|no
prod_01KP6FEWXTZZ62JKZHNRPP4YG7|vevor-kayak-seat-folding-kayak-seat-with-comfortable-back-support-alum-jsphtzyjskjfaskah001v0|JSPHTZYJSKJFASKAH001V0|2026-04-19|yes
prod_01KP6FFPH410WDD54709ZM60E7|vevor-kayak-storage-rack-for-2-kayaks-holds-90-7-kg-heavy-duty-adjusta-bgsphtzjzj2s9vsed001v0|BGSPHTZJZJ2S9VSED001V0|2026-04-19|yes
prod_01KP6FFNZ507EMBKABD74HG6WK|vevor-kayak-storage-rack-for-3-kayaks-holds-90-kg-heavy-duty-adjustabl-dlsphtzj3sdm94b2i001v0|DLSPHTZJ3SDM94B2I001V0|2026-04-19|yes
prod_01KP6FB5JHCVH2YYYJ80T8C7BV|vevor-kick-scooter-for-kids-ages-8-teens-adults-2-wheel-toddler-scoote-jthbc2l8inchrhdjo001v0|JTHBC2L8INCHRHDJO001V0|2026-04-19|yes
prod_01KP6FDAPBJZTZBHH6ER4V8TK6|vevor-kids-luggage-set-2-piece-45-7-cm-hardside-rolling-wheels-suitcas-2jtetxlx2pcsj0hwg001v0|2JTETXLX2PCSJ0HWG001V0|2026-04-19|yes
prod_01KP6FDA1V6DA9C14H1P99RWEG|vevor-kids-luggage-set-5-piece-45-7-cm-hardside-rolling-wheels-suitcas-5jtetxlx5pcscknbq001v0|5JTETXLX5PCSCKNBQ001V0|2026-04-19|yes
prod_01KP6FDZA0PTAXZ10WAPBYW18P|vevor-kids-piano-keyboard-25-keys-wooden-digital-piano-for-kids-mini-m-mzdzqcsslw82vx097001v9|MZDZQCSSLW82VX097001V9|2026-04-19|yes
prod_01KP6FFKYE54KFA90SFYJY891G|vevor-kitchen-bakers-rack-600-mm-width-bakers-rack-kitchen-stand-with-lshbj236inch04g6m001v0|LSHBJ236INCH04G6M001V0|2026-04-19|yes
prod_01KP6FD3PE19T79D3ZBQ5SNZY2|vevor-kitchen-knife-set-with-block-and-sharpener-15-piece-german-high-ydzcfdjtz50cqh97l001v0|YDZCFDJTZ50CQH97L001V0|2026-04-19|no
prod_01KP6FCBMFMVD1NMK607VB24NG|vevor-l-shaped-executive-desk-modern-reversible-office-table-with-draw-xzbgzcfslxxzuq7ev001v0|XZBGZCFSLXXZUQ7EV001V0|2026-04-19|yes
prod_01KP6FE2EJNFHWY90DZ4CR6NAS|vevor-l-shaped-gaming-desk-with-led-lights-1-58m-reversible-corner-com-gdzjztkjsjdcs40ky001v2|GDZJZTKJSJDCS40KY001V2|2026-04-19|yes
prod_01KP6FCXATJ0DVSHCK1AZ0B1QR|vevor-ladder-rack-ratchet-straps-47-6-50-8-mm-black-round-tube-mount-3-ygtjjlgdd4j0s0iwz001v0|YGTJJLGDD4J0S0IWZ001V0|2026-04-19|yes
prod_01KP6FCWJKKDHR3SMM7FKQJ2C3|vevor-ladder-rack-ratchet-straps-black-square-tube-mount-38-mm-wide-x-fgtjjlgdd8j0qdrgy001v0|FGTJJLGDD8J0QDRGY001V0|2026-04-19|no
prod_01KP6FG3WHERXJK2E4DT94J8DZ|vevor-lake-weed-roller-3-66-m-lake-pond-weed-removal-tool-muck-razer-a-hbccgtgcxpvc2zvjd002v0|HBCCGTGCXPVC2ZVJD002V0|2026-04-19|no
prod_01KP6FBPT9T5K8TS4EZHDWAMWW|vevor-landscape-rake-914-mm-wide-head-2590-mm-handle-large-heavy-duty-ysscplhj36in5c4ld001v0|YSSCPLHJ36IN5C4LD001V0|2026-04-19|yes
prod_01KP6FB1NYYQZZ17JP647918W6|vevor-laser-engraver-20w-laser-engraving-and-cutting-machine-with-encl-fbsjgdkj20w3fuffh001v2|FBSJGDKJ20W3FUFFH001V2|2026-04-19|yes
prod_01KP6FETQ175X0W841YCHCVJY5|vevor-laundry-pedestal-355-mm-height-washer-and-dryer-pedestals-with-p-dtpzj2521inctyx30001v0|DTPZJ2521INCTYX30001V0|2026-04-19|yes
prod_01KP6FCZS163M85M8ZEDQFY69Q|vevor-laundry-room-wall-cabinet-2-tier-wall-mounted-hanging-cabinet-wi-xyfj2lm24inc11r9r001v0|XYFJ2LM24INC11R9R001V0|2026-04-19|no
prod_01KP6FD37WD6H455EE62B32ES5|vevor-linear-guide-rail-belt-drive-cnc-linear-motion-stage-actuator-wi-cnczxdgpdcd6pz6t6001v9|CNCZXDGPDCD6PZ6T6001V9|2026-04-19|yes
prod_01KP6FDC3DZFC8YJC0592Y774W|vevor-linear-rail-guide-kit-hgr20-2pcs-1000-mm-39-4-inch-linear-motion-zxdghgr20mm1heg7f001v0|ZXDGHGR20MM1HEG7F001V0|2026-04-19|yes
prod_01KP6FD8RMAHVJG4SMRK15BYZH|vevor-linear-rail-kit-sbr25-2pcs-1200-mm-47-24-inch-linear-motion-guid-zxdgsbr25mm1h0cis001v0|ZXDGSBR25MM1H0CIS001V0|2026-04-19|yes
prod_01KP6FDB9M6KD8EE7JTFA9K8TF|vevor-linear-rail-kit-sfc25-2pcs-1000-mm-39-4-inch-linear-motion-guide-zxdgsfctz25m5iaz8001v0|ZXDGSFCTZ25M5IAZ8001V0|2026-04-19|yes
prod_01KP6FFJ6K8MXQ59ATGAFGT830|vevor-literature-organizer-27-compartments-metal-office-mailbox-with-d-wjfpjcgkjs27j8tl9001v0|WJFPJCGKJS27J8TL9001V0|2026-04-19|yes
prod_01KP6FB0TFA9A3J4SBPZA2QXJN|vevor-loveseat-recliner-sofa-power-reclining-couch-with-heating-massag-ddbysrsfddkdad7lt001v2|DDBYSRSFDDKDAD7LT001V2|2026-04-19|yes
prod_01KP6FFSDW2YZF0PNJJXVH2C3B|vevor-low-profile-floor-jack-2-5-ton-capacity-steel-racing-floor-jack-dbqjdtz25tdgjuubz001v0|DBQJDTZ25TDGJUUBZ001V0|2026-04-19|yes
prod_01KP6FFZPAKT05M170CAQ6PFG1|vevor-low-profile-floor-jack-3-ton-capacity-steel-racing-floor-jack-wi-zjdbqjdtz3tsuyk36001v0|ZJDBQJDTZ3TSUYK36001V0|2026-04-19|yes
prod_01KP6FDCM7342JXN89S50PV234|vevor-low-profile-oil-drain-pan-56-8-l-capacity-rolling-oil-drain-pan-ddqcpyphs15gxfrn4001v9|DDQCPYPHS15GXFRN4001V9|2026-04-19|yes
prod_01KP6FDTVAVRZY1NSY16DER4AR|vevor-manhole-cover-with-frame-400-x-400mm-invisible-recessed-septic-t-jgjkjqrsjgjkm6zmg001v0|JGJKJQRSJGJKM6ZMG001V0|2026-04-19|yes
prod_01KP6FCDYHPPB2P1ZG34QSJXVN|vevor-meat-slicer-180w-electric-deli-slicer-machine-with-170-mm-sharp-drqpjjykbzd6tsy6a001v2|DRQPJJYKBZD6TSY6A001V2|2026-04-19|yes
prod_01KP6FFH8MTK8YSNVCSCJWP4RF|vevor-media-storage-cabinet-7-tier-dvd-shelf-organizer-70-x-30-x-140-c-cdccjhskfs7gj9usx001v0|CDCCJHSKFS7GJ9USX001V0|2026-04-19|yes
prod_01KP6FD5E2DFD31ZZN1S2WYS5A|vevor-medical-exam-table-wooden-framed-medical-examination-bed-physica-jctjctsgkkmzmzb6x001v0|JCTJCTSGKKMZMZB6X001V0|2026-04-19|no
